Rank,Exercise Name,Level,Primary Muscle,CNS,Sets,Reps,Time Goal,Rest,Primary Focus,Stars,Pre-Req,HS Goals,College Goals,Description,Proper Form,Demo,Env.,equipment,sport
690,Mental: 1-and-1 FT,Int,CNS,Med,5,2,-,30s,Pressure,⭐⭐⭐,Drill 208,2/2,2/2,"If you miss the first, you are done.",Simulate game-ending pressure.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
786,Mental: 50-in-5 (FT),Elite,CNS,Extreme,1,50,5 min,-,Pressure,⭐⭐⭐⭐⭐,Drill 680,Success,Elite,Make 50 free throws in 5 minutes.,Efficient routine is mandatory.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
958,Mental: Blind Dribble,Adv,Feel/CNS,High,3,1 min,-,60s,Focus,⭐⭐⭐⭐,Drill 674,Control,Elite,Dribble in traffic with a blindfold.,Rely on sound and touch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=4920s,Gym,Basketball,Basketball
638,Mental: Blind FT,Elite,CNS/Feel,Extreme,2,5,-,120s,Mastery,⭐⭐⭐⭐⭐,Drill 600,Success,5/5 Makes,Shoot free throws with eyes closed.,Rely on muscle memory.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
787,Mental: Call the Play,Int,IQ/CNS,Med,4,-,-,30s,Leadership,⭐⭐⭐,None,Loud Call,Elite IQ,Communicate the play while bringing ball up.,Project your voice.,https://www.youtube.com/watch?v=aySQTi4vyos&t=19200s,Gym,Basketball,Basketball
868,Mental: Clock Math,Adv,CNS/IQ,High,3,-,-,60s,IQ,⭐⭐⭐⭐,None,Decision,Elite Read,Calculate score/time/fouls in a drill.,Stay aware of the game state.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
581,Mental: Clock Pressure,Adv,CNS,High,3,5,-,60s,Clutch,⭐⭐⭐⭐,None,Success,Score,Make a shot with 3s on a loud timer.,Don't rush the mechanics.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
728,Mental: Crowd Noise,Int,CNS,Med,3,10,-,60s,Focus,⭐⭐⭐,Drill 582,8/10,9/10,FTs with simulated crowd noise.,Internalize your routine.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
1098,Mental: Crowd Noise,Int,CNS,Med,4,10,-,45s,Focus,⭐⭐⭐,None,8/10,Score,Shoot FTs with intentional distractions.,Block out everything but the rim.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
1178,Mental: Crowd Noise,Int,CNS,Med,4,10,-,45s,Focus,⭐⭐⭐,Drill 959,8/10,Score,Shoot FTs with intentional distractions.,Block out everything but the rim.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
959,Mental: Crowd Verbal,Int,CNS/Lungs,Med,4,-,-,45s,Focus,⭐⭐⭐,Drill 728,8/10,Score,Shoot FTs while coach screams at you.,Block out all external stimuli.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
582,Mental: Distraction FT,Int,CNS,Med,4,10,-,30s,Focus,⭐⭐⭐,Drill 208,80%,90%,Shoot FTs while partner makes noise.,Eyes locked on the rim.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
521,Mental: Fatigue FT,Elite,CNS,Extreme,4,10,-,30s,Pressure,⭐⭐⭐⭐⭐,Drill 208,8/10,9/10,FTs after 100m sprint.,Lower the heart rate.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
689,Mental: Final 2 Minutes,Adv,CNS,High,3,-,120s,120s,Pressure,⭐⭐⭐⭐,None,Success,Clutch,Simulate a game down by 5 with 2:00 left.,Manage the clock and fouls.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
998,Mental: Final Drive,Elite,Full Body,Extreme,1,-,-,-,Clutch,⭐⭐⭐⭐⭐,None,Score,Mastery,"Tie game, 5 seconds left, you have the ball.",Score to end the 1000-drill journey.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
957,Mental: Flashcard IQ,Beg,Eyes/CNS,Low,3,1 min,-,30s,IQ,⭐⭐,None,Reaction,Elite IQ,Call out the play seen on a flashcard.,Instant recognition of diagrams.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
866,Mental: Floor General,Adv,CNS/IQ,High,1,20 min,-,-,Leadership,⭐⭐⭐⭐,Drill 787,Voice,Elite IQ,Direct a 5v5 scrimmage without scoring.,Focus only on assists and defense.,https://www.youtube.com/watch?v=aySQTi4vyos&t=19200s,Gym,Basketball,Basketball
819,Mental: Game Tape,Beg,None,Low,1,20 min,-,-,IQ,⭐⭐,None,Insight,Elite IQ,Watch 20 mins of game film.,Focus on your own rotations.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
960,Mental: Game Winner,Elite,CNS/Legs,Extreme,3,1,-,120s,Clutch,⭐⭐⭐⭐⭐,None,Success,Mastery,"Down by 2, 3 seconds left, full court.",Shoot the game-winning 3.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
639,Mental: Game Winner 2,Adv,CNS,High,3,-,-,120s,Pressure,⭐⭐⭐⭐,Drill 581,Success,Score,"Down 2, 5 seconds on clock, full court.",Get a clean look.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
790,Mental: Game-Point FT,Elite,CNS,Extreme,5,1,-,120s,Clutch,⭐⭐⭐⭐⭐,None,Make,100% Make,"Sprint full court, then shoot one FT.",Simulate winning the game.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
869,Mental: No-Look (L),Elite,Wrist/Eyes,Extreme,2,10,-,90s,Deception,⭐⭐⭐⭐⭐,Drill 691,Target Hit,Mastery,No-look pocket pass with the left hand.,Look at the opposite corner.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13900s,Gym,Basketball,Basketball
691,Mental: No-Look Pass,Adv,Eyes/Wrist,High,3,10,-,45s,Deception,⭐⭐⭐⭐,Drill 513,Target Hit,Success,Pass to a partner while looking at a coach.,Use your peripheral vision.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13900s,Gym,Basketball,Basketball
956,Mental: Pressure J,Elite,CNS/Mindset,Extreme,5,1,-,-,Clutch,⭐⭐⭐⭐⭐,None,Make,100% Make,Must make one 3pt to finish the day.,"If you miss, do 200 pushups.",https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
1099,Mental: Pressure J,Adv,CNS,High,5,1,-,-,Clutch,⭐⭐⭐⭐,None,Make,Score,Must make one 3pt to end the drill.,Simulate the game-winning scenario.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
1179,Mental: Pressure J,Adv,CNS,High,5,1,-,-,Clutch,⭐⭐⭐⭐,Drill 1056,Make,Score,Must make one 3pt to end the drill.,Simulate the game-winning scenario.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
788,Mental: Reaction Catch,Beg,CNS/Eyes,Low,3,20,-,30s,Focus,⭐⭐,None,No Drops,Speed,Partner drops two balls; catch one.,Stay on the balls of your feet.,https://www.youtube.com/watch?v=aySQTi4vyos&t=5800s,Gym,Basketball,Basketball
997,Mental: Routine FT,Beg,CNS,Low,1,100,-,-,Consistency,⭐,None,90/100,95/100,Perfect your FT routine for 100 reps.,The routine must be identical every time.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
1097,Mental: Routine FT,Beg,CNS,Low,1,50,-,-,Consistency,⭐,None,Make,90% Make,Practice your FT routine every rep.,Breathe and reset before every shot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
1177,Mental: Routine FT,Beg,CNS,Low,1,50,-,-,Consistency,⭐,Drill 1097,Make,90% Make,Practice your FT routine every rep.,Breathe and reset before every shot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
729,Mental: Shot Clock (5),Adv,CNS,High,3,10,-,60s,Clutch,⭐⭐⭐⭐,Drill 581,Success,Score,Make 10 shots with a 5s countdown.,Stay calm under pressure.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25000s,Gym,Basketball,Basketball
867,Mental: Timeout Play,Int,IQ/CNS,Med,4,-,-,45s,Tactical,⭐⭐⭐,None,Precision,IQ,Execute a play drawn on a clipboard.,No mistakes in the pattern.,https://www.youtube.com/watch?v=aySQTi4vyos&t=19200s,Gym,Basketball,Basketball
522,Mental: Vision Scan,Int,Eyes/CNS,Med,3,30s,-,30s,IQ,⭐⭐⭐,None,Identify,Quickness,Call out numbers while dribbling.,Don't look at the ball.,https://www.youtube.com/watch?v=aySQTi4vyos&t=5250s,Gym,Basketball,Basketball
1096,Mental: Visual FT,Beg,None,Low,1,10 min,-,-,Focus,⭐⭐,None,Focus,Elite,Visualize making 50 free throws in a row.,"Feel the ball and hear the ""swish.""",https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
1176,Mental: Visual FT,Beg,None,Low,1,10 min,-,-,Focus,⭐⭐,Drill 1096,Focus,Elite,Visualize making 50 free throws in a row.,"Feel the ball and hear the ""swish.""",https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
583,Mental: Visualization,Beg,None,Low,1,5 min,-,-,Mindset,⭐⭐,None,Mental Reps,Focus,Visualize every drill in your workout.,"Sit still, eyes closed.",https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
870,Mental: Visualization,Beg,None,Low,1,15 min,-,-,Mindset,⭐⭐,Drill 789,Focus,Elite,Visualize overcoming a 10-point deficit.,Feel the momentum shift.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
996,Mental: Visualization,Beg,None,Low,1,20 min,-,-,Mindset,⭐⭐,Drill 870,Focus,Elite,Visualize yourself winning a championship.,Feel every emotion of the moment.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
1100,Mental: Visualization,Beg,None,Low,1,15 min,-,-,Mindset,⭐⭐,None,Focus,Elite,Visualize a full defensive stop.,Imagine yourself communicating and moving.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
1180,Mental: Visualization,Beg,None,Low,1,15 min,-,-,Mindset,⭐⭐,Drill 1096,Focus,Elite,Visualize a full defensive stop.,Imagine yourself communicating and moving.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
789,Mental: Visualization (D),Beg,None,Low,1,10 min,-,-,Mindset,⭐⭐,Drill 727,Focus,Elite,Visualize playing lock-down defense.,Focus on footwork and stance.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
727,Mental: Visualization (G),Beg,None,Low,1,10 min,-,-,Mindset,⭐⭐,Drill 583,Focus,Elite,Visualize a full 4th quarter performance.,Include sounds and emotions.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Gym,Basketball,Basketball
13,Mid-Range Add-on,Beg,Shoulders,Low,1,Fail,N/A,60s,Accuracy,⭐⭐,Drill 12,10 in a row,15 in a row,Shoot 2s after missing a 3; 2 pts per make [44:05].,Consistent follow-through.,[44:05],Gym,Basketball,Basketball
650,Mid-Range Pull-up,Int,Shoulders,Med,4,15,-,45s,Consistency,⭐⭐⭐,Drill 11,12 Makes,18 Makes,Dribble and pull up from the elbow.,"Stop on a dime, lift vertically.",https://www.youtube.com/watch?v=aySQTi4vyos&t=2640s,Gym,Basketball,Basketball
102,Middle Drive Finish,Int,Quads,Med,3,10,60s,30s,Pathing,⭐⭐⭐,None,Strong Edge,Middle Finish,Drive to the middle of the paint.,"Attack the ""nail.""",https://www.youtube.com/watch?v=aySQTi4vyos&t=3960s,Gym,Basketball,Basketball
494,Middle Rip Drive,Int,Shoulders/Quads,Med,4,12,60s,30s,Aggression,⭐⭐⭐,None,Explosion,Score,Rip ball and drive to middle nail [04:02:45].,Keep ball protected.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14565s,Gym,Basketball,Basketball
90,Mikan Drill (L),Beg,Calves,Low,3,20,60s,30s,Touch,⭐⭐,None,80% Make,95% Make,Continuous left-hand layups off backboard.,Use left foot jump.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3840s,Gym,Basketball,Basketball
89,Mikan Drill (R),Beg,Calves,Low,3,20,60s,30s,Touch,⭐⭐,None,80% Make,95% Make,Continuous right-hand layups off backboard.,Keep ball above head.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3840s,Gym,Basketball,Basketball
675,Mikan: Same Side,Int,Wrist/Shoulder,Med,3,20,-,30s,Touch,⭐⭐⭐,Drill 88,No Miss,Score,Layups from the same side of the rim.,Use the backboard every time.,https://www.youtube.com/watch?v=aySQTi4vyos&t=5340s,Gym,Basketball,Basketball
676,Mikan: Weak Hand Only,Adv,Forearms,High,3,20,-,45s,Touch,⭐⭐⭐⭐,Drill 201,Consistency,95% Make,Continuous Mikan with non-dominant hand.,Keep the ball high.,https://www.youtube.com/watch?v=aySQTi4vyos&t=5340s,Gym,Basketball,Basketball
197,Mirror Drill,Int,CNS,High,3,30s,45s,45s,Reflexes,⭐⭐⭐,None,Stay Square,Speed,Mirror the offensive player's chest [04:50:00].,"React, don't guess.",https://www.youtube.com/watch?v=aySQTi4vyos&t=17400s,Gym,Basketball,Basketball
829,Move: CP3 Elbow Fade,Adv,Shoulders,High,4,12,-,60s,Precision,⭐⭐⭐⭐,Drill 650,Touch,90% Make,Snake the PnR into a mid-range fade.,High release point.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15420s,Gym,Basketball,Basketball
825,Move: Curry Slide,Adv,Ankles/Hips,High,4,15,-,45s,Separation,⭐⭐⭐⭐,None,Smooth,Score,Lateral behind-the-back dribble for space.,Drop the hips low during the slide.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13920s,Gym,Basketball,Basketball
826,Move: Harden Step,Elite,Core/Glutes,Extreme,3,10,-,60s,Separation,⭐⭐⭐⭐⭐,Drill 803,Distance,Score,Double-step back 3pt (legal footwork).,Gather the ball on the second step.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14280s,Gym,Basketball,Basketball
830,Move: Jokic Shuffle,Elite,Core/Wrist,Extreme,2,8,-,90s,Difficulty,⭐⭐⭐⭐⭐,Drill 613,Balance,Score,"The ""Sombor Shuffle"" one-legged fade.","Launch off the ""wrong"" foot.",https://www.youtube.com/watch?v=aySQTi4vyos&t=15480s,Gym,Basketball,Basketball
828,Move: Kyrie Wrap,Elite,Wrist/CNS,Extreme,2,8,-,90s,Handles,⭐⭐⭐⭐⭐,None,No Loss,Mastery,Behind-the-back wrap into a layup.,Ball must stay close to the body.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13920s,Gym,Basketball,Basketball
827,Move: Luka Slow-Down,Adv,CNS/Pace,High,3,10,-,60s,Pace,⭐⭐⭐⭐,None,Control,Elite Read,Sudden deceleration into a floater.,Use your body to shield the defender.,https://www.youtube.com/watch?v=aySQTi4vyos&t=8940s,Gym,Basketball,Basketball
560,Moving Combo: Float-Hesi,Int,Calves,Med,3,Length,60s,30s,Pace,⭐⭐⭐,Drill 151,Sell Fake,Score,Float dribble into hesitation drive [02:29:00].,Eyes up to the rim.,https://www.youtube.com/watch?v=aySQTi4vyos&t=8940s,Gym,Basketball,Basketball
558,Moving Combo: Scissor,Int,Hips/Quads,Med,3,Length,60s,30s,Rhythm,⭐⭐⭐,Drill 456,No Trip,Speed,Moving scissors into crossover [03:14:45].,Stay on toes.,https://www.youtube.com/watch?v=aySQTi4vyos&t=11685s,Gym,Basketball,Basketball
559,Moving Combo: Spin-Cross,Adv,CNS/Ankles,High,3,Length,60s,45s,Navigation,⭐⭐⭐⭐,Drill 450,Tight Turn,Elite,Spin move into immediate crossover [03:04:30].,Keep ball low after spin.,https://www.youtube.com/watch?v=aySQTi4vyos&t=11070s,Gym,Basketball,Basketball
36,Multiple Hand-offs,Int,Shoulders,High,2,5,90s,60s,Offense Flow,⭐⭐⭐,Teamwork,Synergy,No Turnovers,Receiving multiple hand-offs,Use hands to shield ball,(https://www.youtube.com/watch?v=aySQTi4vyos&t=2222s),Gym,Basketball,Basketball
253,Multiple Jabs and Shot,Inter,Quads/Core,Med,3,12,--,60s,Pace/Shooting,⭐⭐,Jab,Rhythm,Deception,2-3 jabs before taking the shot.,Vary jab speed; read defense.,🎥,Gym,Basketball,Basketball
424,Nail-to-Corner Pass,Inter,Arms,Low,3,15,--,45s,Vision,⭐⭐,None,Accuracy,Timing,Pass from the nail to an open shooter.,Step into pass; high velocity.,🎥,Gym,Basketball,Basketball
300,Nail/Foul Line Play,Beg,Full Body,Low,3,15,--,45s,Awareness,⭐,None,Vision,Spacing,Playing from the middle of the foul line.,Read help defense; find open man.,🎥,Gym,Basketball,Basketball
377,Off-Ball Seal,Beg,Glutes,Med,3,10,--,45s,Spacing,⭐,None,Opening Lane,IQ,Sealing man away from a drive.,Lock defender out of the paint.,🎥,Gym,Basketball,Basketball
646,One-Ball Tennis Toss,Adv,CNS/Eyes,High,4,20,-,45s,Focus,⭐⭐⭐⭐,Drill 123,No Drops,Elite,Dribble a basketball while tossing a tennis ball.,"Eyes on the tennis ball, feel the basketball.",https://www.youtube.com/watch?v=aySQTi4vyos&t=5100s,Gym,Basketball,Basketball
484,One-Dribble Stepback,Int,Quads/Core,Med,4,12,60s,45s,Separation,⭐⭐⭐,Drill 136,Distance,Speed,"Drive hard, one dribble stepback [03:58:00].",Sell the drive with shoulders.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14280s,Gym,Basketball,Basketball
209,One-Hand Form (C),Beg,Wrist/Finger,Low,3,20,-,20s,Arc,⭐,None,Swish,Perfect,One hand shot from 3ft away [00:01:20].,Don't use guide hand at all.,https://www.youtube.com/watch?v=aySQTi4vyos&t=80s,Gym,Basketball,Basketball
211,One-Hand Form (L),Beg,Wrist/Finger,Low,3,20,-,20s,Arc,⭐,None,Swish,Perfect,One hand shot from left block [00:01:35].,High arc into the net.,https://www.youtube.com/watch?v=aySQTi4vyos&t=95s,Gym,Basketball,Basketball
210,One-Hand Form (R),Beg,Wrist/Finger,Low,3,20,-,20s,Arc,⭐,None,Swish,Perfect,One hand shot from right block [00:01:30].,"Focus on the ""U"" shape.",https://www.youtube.com/watch?v=aySQTi4vyos&t=90s,Gym,Basketball,Basketball
218,One-Hand Wrap Pass,Int,Shoulders,Med,3,15,45s,30s,Evasion,⭐⭐⭐,None,Around Def,Zip,Pass around a defender's hip [03:48:00].,Step with the passing hand.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13680s,Gym,Basketball,Basketball
404,Outlet & Fill,Beg,Quads,High,3,10,--,60s,Transition,⭐,None,Speed,Lane Filling,Outlet the ball and sprint to the rim.,Beat your man down the floor.,🎥,Gym,Basketball,Basketball
359,Outlet Pass,Beg,Arms,Low,3,15,--,45s,Basics,⭐,None,Accuracy,Quick Start,Rebound and immediate pass out.,Pivot to sideline; snap the pass.,🎥,Gym,Basketball,Basketball
341,Over-Head Pass,Beg,Shoulders,Low,3,15,--,30s,Basics,⭐,None,Accuracy,Strong Pass,Standard overhead outlet or entry.,Snap wrists; follow through to target.,🎥,Gym,Basketball,Basketball
217,Overhead Pass,Beg,Lats/Shoulders,Low,4,20,30s,20s,Entry,⭐,None,Hard Zip,Precision,Pass from above the forehead [03:47:00].,Don't bring it behind head.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13620s,Gym,Basketball,Basketball
287,Pass Fake (Patience),Beg,Arms,Low,3,15,--,45s,Awareness,⭐,None,Freeze Defense,Patience,Using pass fakes to slow down game.,Realistic look; freeze traps.,🎥,Gym,Basketball,Basketball
1082,Pass: Baseball Pass,Adv,Shoulders,High,3,10,-,60s,Distance,⭐⭐⭐⭐,None,Accuracy,Elite,Full court outlet pass using one hand.,Step and throw like a pitcher.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13815s,Gym,Basketball,Basketball
1157,Pass: Baseball Pass,Adv,Shoulders,High,3,10,-,60s,Distance,⭐⭐⭐⭐,None,Accuracy,Elite,Full court outlet pass using one hand.,Step and throw like a pitcher.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13815s,Gym,Basketball,Basketball
596,Pass: Baseball Pass (L),Adv,Shoulder/Core,High,2,10,-,60s,Strength,⭐⭐⭐⭐,Drill 219,Target Hit,Distance,Long one-hand pass with weak hand.,Rotate hips for power.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13815s,Gym,Basketball,Basketball
599,Pass: Behind Back (M),Adv,CNS/Wrist,High,3,10,-,60s,Skill,⭐⭐⭐⭐,Drill 220,In-stride,Elite,Make behind-back pass while moving.,Lead the teammate.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13920s,Gym,Basketball,Basketball
744,Pass: Behind-Back (L),Elite,Wrist/CNS,Extreme,3,10,-,60s,Deception,⭐⭐⭐⭐⭐,Drill 599,Accuracy,No Look,Weak-hand behind-the-back pass on the move.,Keep the ball low and tight to hips.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13920s,Gym,Basketball,Basketball
824,Pass: Behind-Head,Elite,Shoulders/CNS,Extreme,2,8,-,90s,Deception,⭐⭐⭐⭐⭐,None,Precision,Mastery,Pass behind the head to a trailer.,Keep core tight to maintain balance.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13920s,Gym,Basketball,Basketball
1077,Pass: Bounce Pass,Beg,Arms/Wrist,Low,3,25,-,20s,Accuracy,⭐⭐,None,Target Hit,90% Make,Standard two-handed bounce pass.,Aim 3/4 of the way to the receiver.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13815s,Gym,Basketball,Basketball
1152,Pass: Bounce Pass,Beg,Arms/Wrist,Low,3,25,-,20s,Accuracy,⭐⭐,None,Target Hit,90% Make,Standard two-handed bounce pass.,Aim 3/4 of the way to the receiver.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13815s,Gym,Basketball,Basketball
512,Pass: Bounce-Spin,Adv,Wrist,High,3,15,-,45s,Skill,⭐⭐⭐⭐,None,Precision,Elite,Bounce pass with side spin.,Ball curves around defender.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13560s,Gym,Basketball,Basketball
1288,Pass: Bounce-Spin L,Adv,Wrist/Forearm,High,3,15,-,45s,Touch,⭐⭐⭐⭐,None,Accuracy,Elite,Left-handed bounce pass with spin.,Snap thumb down and out.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13815s,Gym,Basketball,Basketball
